date,mktrf,smb,hml,rmw,cma,rf,umd,liq_factor,bab,ni,resvar
200304,8.22,1.05,1.17,-4.67,1.08,0.1,-0.0949,0.04124743,-3.43,2.7600000000000007,-9.55
200305,6.05,4.85,0.53,-7.02,3.02,0.09,-0.1085,0.01127813,-5.61,3.17,-18.66
200306,1.42,1.66,0.19,0.44,-0.34,0.1,-0.0109,-0.00778027,1.86,1.5199999999999998,-3.6599999999999997
200307,2.35,4.58,-1.19,-4.23,1.85,0.07,-0.0031,0.06968007,0.55,-0.6100000000000003,-5.999999999999999
200308,2.34,2.52,1.54,-2.21,2.13,0.07,-0.0055,0.0393575,0.35,1.1,-4.07
200309,-1.24,0.55,0.1,1.06,0.34,0.08,-0.0019,-0.00784658,1.79,-0.36,-0.23999999999999994
200310,6.08,2.67,1.92,-1.3,1.48,0.07,0.0373,0.01597152,0.26,0.3700000000000001,-7.22
200311,1.35,2.25,1.81,0.12,1.81,0.07,0.0163,0.00427615,4.58,-1.83,-3.2
200312,4.29,-2.53,1.6,0.51,0.95,0.08,-0.0569,-0.0048028,6.27,0.1200000000000001,3.13
200401,2.15,2.44,2.46,-3.66,3.39,0.07,0.0259,-0.05443749,-1.46,1.9,-8.16
200402,1.4,-0.88,0.87,2.15,-1.22,0.06,-0.0107,0.02477676,5.39,-2.58,2.54
200403,-1.32,2.12,0.23,1.61,-0.99,0.09,0.0022,0.02065276,5.13,-0.59,-0.11999999999999988
200404,-1.83,-2.07,-3.02,3.42,-2.76,0.08,-0.0537,-0.01521175,0.09,-3.73,7.359999999999999
200405,1.17,-0.42,-0.23,-1.15,0.0,0.06,0.0159,0.00904162,0.38,0.030000000000000027,-2.34
200406,1.86,2.57,1.23,1.19,-0.38,0.08,0.0209,0.02022329,2.55,-2.0300000000000002,-0.5599999999999998
200407,-4.06,-2.95,3.22,5.31,-1.66,0.1,-0.0228,0.06279619,5.98,-2.8000000000000003,10.719999999999999
200408,0.08,-1.15,1.0,1.24,-1.44,0.11,-0.0158,0.05345076,2.67,-0.6499999999999999,6.34
200409,1.6,3.27,-0.02,-1.44,-1.89,0.11,0.0525,0.0048281,3.0,-0.050000000000000044,-5.220000000000001
200410,1.43,0.19,-0.25,-0.49,0.49,0.11,-0.0152,0.00441949,1.53,-1.1099999999999999,-0.6499999999999999
200411,4.54,4.11,1.45,-0.59,-0.21,0.15,0.0323,0.01463329,3.09,0.8500000000000005,-4.529999999999999
200412,3.43,-0.05,-0.21,-1.17,0.46,0.16,-0.0283,-0.03165891,1.5,-1.6800000000000002,-4.25
200501,-2.76,-1.18,2.07,2.72,-1.46,0.16,0.0319,0.04044509,3.92,-3.58,4.02
200502,1.89,-0.3,1.54,1.42,-0.05,0.16,0.0318,0.04450871,3.45,-1.7799999999999998,0.7100000000000001
200503,-1.97,-1.42,2.05,0.45,1.29,0.21,0.0055,-0.00132561,0.64,-0.1299999999999999,3.28
200504,-2.61,-3.98,0.05,0.94,-0.95,0.21,-0.0085,-0.05303603,1.46,0.6000000000000001,4.22
200505,3.65,2.79,-0.59,-0.95,0.29,0.24,0.0043,0.01267375,-1.88,2.03,-7.07
200506,0.57,3.28,2.81,0.96,-0.52,0.23,0.0206,0.04408991,3.71,2.9,-4.8
200507,3.92,2.79,-0.78,-1.23,-0.81,0.24,-0.0003,0.02473039,1.64,0.6100000000000003,-6.01
200508,-1.22,-0.9,1.34,-2.11,0.36,0.3,0.0227,0.02345094,0.27,0.7400000000000001,0.9700000000000001
200509,0.49,-0.36,0.69,0.27,-0.6,0.29,0.0345,0.0283177,0.15,0.78,-0.75
200510,-2.02,-1.43,0.41,-0.94,-1.29,0.27,-0.013,-0.03949692,-2.2,1.5,4.1899999999999995
200511,3.61,0.84,-1.2,-0.74,-1.14,0.31,0.0027,0.01067487,0.0,2.6300000000000003,-1.5699999999999994
200512,-0.25,-0.2,0.22,0.21,0.23,0.32,0.0076,0.00169137,1.41,0.6,-2.48
200601,3.04,5.77,1.09,-0.66,-0.43,0.35,0.0268,0.02756819,0.91,0.6999999999999997,-10.26
200602,-0.3,-0.43,-0.37,-0.5,1.9,0.34,-0.0184,-0.02839748,0.65,-1.65,3.85
200603,1.46,3.4,0.55,0.1,-0.4,0.37,0.0126,0.00414386,1.06,-0.06000000000000005,-3.32
200604,0.73,-0.85,2.34,1.79,-0.01,0.36,0.0061,0.01708863,1.33,3.58,1.1700000000000002
200605,-3.57,-2.86,2.39,1.15,1.46,0.43,-0.0365,0.01251758,0.3,-3.2199999999999998,6.39
200606,-0.35,-0.22,0.8,1.33,-0.08,0.4,0.0147,0.01781355,0.08,0.3600000000000001,0.16000000000000003
200607,-0.78,-3.64,2.62,1.64,0.9,0.4,-0.0222,0.02337923,2.06,-2.12,10.989999999999998
200608,2.03,0.42,-2.04,-1.9,2.15,0.42,-0.0346,-0.0385289,-0.46,-4.64,-1.54
200609,1.84,-1.43,0.06,0.86,0.57,0.41,-0.0095,-0.01048976,-0.17,-1.16,2.1
200610,3.23,1.95,-0.26,-0.16,0.28,0.41,-0.0024,0.04461047,0.47,-0.07999999999999918,-2.87
200611,1.71,0.73,0.11,0.18,-0.83,0.42,-0.0101,0.0260988,1.48,2.17,-3.9800000000000004
200612,0.87,-0.8,2.71,-0.71,2.05,0.4,0.0084,-0.02536309,2.54,-2.4,4.87
200701,1.4,0.09,-0.7,0.27,0.36,0.44,0.0018,0.01124775,1.37,1.07,-1.7499999999999998
200702,-1.96,1.28,-0.12,-0.5,-0.72,0.38,-0.0136,0.0341437,1.16,2.98,0.40000000000000013
200703,0.68,0.18,-0.94,0.61,-0.66,0.43,0.025,0.01903779,0.08,1.8399999999999999,-0.6100000000000001
200704,3.49,-2.06,-1.43,1.1,1.05,0.44,-0.0015,0.01122286,0.87,-1.0699999999999998,0.8700000000000001
200705,3.24,0.38,-0.62,1.55,-1.36,0.41,-0.0027,0.01731541,-1.03,4.23,-1.1400000000000001
200706,-1.96,0.75,-1.07,0.53,0.08,0.4,0.0039,0.0290538,0.8,-0.42999999999999994,-1.3599999999999999
200707,-3.73,-2.98,-3.73,0.19,-1.11,0.4,0.0281,0.02938156,-0.72,0.5399999999999996,0.6299999999999999
200708,0.92,-0.38,-1.89,-1.23,-0.54,0.42,0.001,-0.00376736,-2.92,-1.57,3.06
200709,3.22,-2.42,-2.23,-0.56,-3.02,0.32,0.0457,0.03076551,1.41,1.12,0.31000000000000005
200710,1.8,-0.04,-3.11,-0.31,-0.12,0.32,0.0488,0.05934349,0.21,-2.06,0.8300000000000001
200711,-4.83,-3.02,-0.94,1.88,-0.27,0.34,0.009,0.00872653,-4.05,0.9400000000000004,9.68
200712,-0.87,0.18,-0.52,0.82,-1.06,0.27,0.0654,0.05963935,-2.48,1.56,0.98
200801,-6.36,-0.61,4.01,2.21,2.13,0.21,-0.0788,-0.12776798,-2.09,-0.47000000000000064,5.170000000000001
200802,-3.09,-0.64,-0.84,0.83,-0.93,0.13,0.0611,0.00418435,2.26,-3.5700000000000003,5.88
200803,-0.93,0.61,0.35,0.8,0.51,0.17,0.041,0.06128142,-6.73,4.27,7.14
200804,4.6,-1.19,-1.09,1.68,-2.46,0.18,-0.0033,0.10203357,-2.12,-0.5899999999999999,-3.86
200805,1.86,3.02,-1.53,0.91,-0.06,0.18,0.0321,0.06788095,0.9,4.65,-0.5299999999999999
200806,-8.44,1.19,-2.7,4.94,-0.56,0.17,0.1254,0.05163979,0.47,-0.1899999999999995,1.2600000000000007
200807,-0.77,3.7,5.27,-1.35,1.03,0.15,-0.0513,-0.07636082,-6.77,4.130000000000001,2.84
200808,1.53,3.4,1.48,1.88,0.85,0.13,-0.0403,0.01303803,-1.3,-4.87,5.74
200809,-9.24,0.25,5.9,2.41,1.8,0.15,0.0036,-0.11851009,-9.11,-0.7799999999999994,18.330000000000002
200810,-17.23,-3.28,-2.22,2.99,2.04,0.08,0.0779,-0.07244069,-5.06,-4.370000000000001,7.57
200811,-7.86,-3.92,-6.3,4.52,2.74,0.03,0.0717,-0.06106824,-3.53,-3.210000000000001,15.990000000000002
200812,1.74,3.31,0.07,0.13,-1.51,0.0,-0.0507,-0.07916169,-7.61,-2.8800000000000003,-2.63
200901,-8.12,-2.08,-11.11,0.11,-1.19,0.0,-0.0182,0.10201878,11.9,-1.6600000000000001,-4.64
200902,-10.1,-1.3,-6.91,1.11,-1.05,0.01,0.0403,0.04521074,-0.33,5.880000000000001,11.26
200903,8.95,0.66,3.34,-2.52,-2.19,0.02,-0.1161,-0.05054573,-2.65,0.5299999999999994,-15.579999999999998
200904,10.18,7.04,5.26,1.28,0.11,0.01,-0.3439,-0.01430456,-7.87,6.069999999999999,-29.080000000000002
200905,5.21,-2.31,0.37,-0.74,-2.2,0.0,-0.1247,0.02944643,6.53,2.33,-12.09
200906,0.43,2.31,-2.72,-1.34,-0.31,0.01,0.053,-0.01314339,9.1,0.8,1.34
200907,7.72,2.4,4.84,-0.36,3.15,0.01,-0.0537,-0.00528225,-3.62,-2.09,-7.659999999999999
200908,3.33,-0.08,7.63,-2.92,3.3,0.01,-0.0882,-0.05517014,-2.28,4.21,-16.3
200909,4.08,2.72,1.04,1.25,0.35,0.01,-0.0495,0.07015341,-0.38,2.82,-5.01
200910,-2.59,-4.92,-4.2,4.17,-1.46,0.0,0.0266,0.05825188,0.81,-5.05,15.629999999999999
200911,5.56,-2.68,-0.33,0.98,0.11,0.0,0.0033,0.00175272,-1.2,0.7499999999999996,0.5999999999999996
200912,2.75,6.24,-0.17,1.05,-0.1,0.01,0.0291,0.02792747,0.94,1.72,-4.67
201001,-3.36,0.35,0.43,-1.23,0.44,0.0,-0.0536,-0.01312904,1.01,-4.01,2.32
201002,3.4,1.51,3.22,-0.28,1.4,0.0,0.0363,0.00103853,0.74,-1.4100000000000001,-2.4799999999999995
201003,6.31,1.85,2.21,-0.63,1.67,0.01,0.0371,-0.05931165,1.54,4.220000000000001,-4.03
201004,2.0,4.98,2.89,0.7,1.74,0.01,0.0321,0.00059144,1.49,6.22,-6.69
201005,-7.89,0.04,-2.44,1.27,-0.23,0.01,-0.0017,-0.02542251,-0.57,-1.0299999999999994,3.6499999999999995
201006,-5.57,-2.47,-4.7,-0.18,-1.55,0.01,-0.0299,0.0085272,2.31,-9.83,8.829999999999998
201007,6.93,0.16,-0.3,0.26,1.99,0.01,0.019,0.02935181,-2.31,-2.8499999999999996,-2.3499999999999996
201008,-4.77,-3.11,-1.96,0.58,-1.66,0.01,-0.0018,0.04342501,1.62,-6.0200000000000005,5.24
201009,9.54,3.76,-3.17,-0.19,0.37,0.01,0.0135,0.02088109,-1.19,-0.9800000000000004,-7.169999999999999
201010,3.88,0.86,-2.49,1.27,-0.31,0.01,0.0166,0.02922259,2.06,-2.0300000000000002,-1.3399999999999999
201011,0.6,3.66,-0.88,0.4,1.51,0.01,0.0254,0.01309893,-0.51,0.5,-3.18
201012,6.82,0.98,3.78,-3.53,3.16,0.01,-0.0318,0.02466758,-0.13,4.18,-1.5200000000000005
201101,1.99,-2.37,0.77,-0.65,0.83,0.01,-0.0029,0.00912671,3.02,1.46,2.44
201102,3.49,1.61,1.24,-1.93,0.87,0.01,0.0208,0.00634893,0.7,-4.13,0.5099999999999998
201103,0.46,2.64,-1.88,1.79,0.0,0.01,0.0352,0.01336715,0.43,-4.11,0.32000000000000006
201104,2.9,-0.5,-2.48,1.08,-0.85,0.0,0.0006,-0.03187047,0.55,-2.39,-0.1900000000000004
201105,-1.27,-0.71,-2.0,1.88,-1.46,0.0,-0.0057,-0.01160846,1.42,-1.35,1.45
201106,-1.75,0.13,-0.38,2.44,-1.48,0.0,0.0177,-0.00993878,0.41,-1.88,1.5699999999999998
201107,-2.35,-1.22,-0.91,2.73,-1.78,0.0,-0.0001,-0.00141177,-0.41,0.1900000000000004,0.8300000000000001
201108,-5.99,-3.22,-2.4,3.3,-0.31,0.01,-0.0034,-0.04381501,0.76,-6.4,9.84
201109,-7.59,-3.67,-1.76,2.03,0.21,0.0,-0.0252,-0.05270066,2.04,-6.08,10.84
201110,11.35,3.48,0.12,-2.15,-0.87,0.0,-0.0144,0.08660555,-5.99,4.449999999999999,-4.489999999999999
201111,-0.28,-0.28,-0.46,1.83,1.51,0.0,0.0401,0.04932811,0.62,-6.34,3.26
201112,0.74,-0.33,1.61,1.01,2.49,0.0,0.0198,-0.0340499,1.25,-1.9100000000000001,5.34
201201,5.05,2.07,-0.94,-2.01,-1.46,0.0,-0.0794,-0.02030348,0.68,4.719999999999999,-13.31
201202,4.42,-1.71,0.43,-0.47,-0.04,0.0,-0.0028,0.01844992,2.56,1.33,-4.59
201203,3.11,-0.49,1.12,-0.55,0.69,0.0,0.0151,-0.06725671,3.94,0.8299999999999998,2.71
201204,-0.85,-0.54,-0.77,1.31,0.69,0.0,0.0383,-0.00894496,2.9,-4.82,5.99
201205,-6.19,-0.1,-1.06,2.1,2.34,0.01,0.0663,0.00274035,2.35,-4.159999999999999,6.029999999999999
201206,3.89,0.81,0.59,-1.07,0.44,0.0,-0.0076,-0.00552748,1.07,-0.28000000000000025,2.97
201207,0.79,-2.76,-0.12,1.13,0.03,0.0,0.031,0.00354745,1.06,-4.06,5.4
201208,2.55,0.45,1.3,-1.33,-0.88,0.01,-0.0247,-0.00588594,-0.87,1.7100000000000002,-4.98
201209,2.73,0.64,1.58,-1.51,1.51,0.01,-0.0106,-0.0175156,0.77,-0.06000000000000005,-1.12
201210,-1.76,-0.91,3.56,-1.34,2.55,0.01,0.0008,-0.01145782,2.01,0.42999999999999994,1.9300000000000002
201211,0.78,0.44,-0.83,0.65,0.86,0.01,0.004,-0.01605738,-1.36,-0.61,-3.8200000000000003
201212,1.18,1.92,3.53,-1.86,0.86,0.01,-0.0295,0.0122714,-1.06,0.56,-3.1399999999999997
201301,5.57,0.46,0.95,-1.93,1.43,0.0,-0.019,-0.02241316,4.39,1.5199999999999996,-2.369999999999999
201302,1.29,-0.29,0.1,-0.66,0.57,0.0,0.0131,-0.01142783,1.87,-1.0299999999999998,4.4399999999999995
201303,4.03,0.87,-0.23,0.13,1.37,0.0,0.0196,0.0089536,2.33,-0.2200000000000002,-2.05
201304,1.55,-2.24,0.5,0.27,0.39,0.0,0.0027,-0.03269508,1.68,1.6599999999999997,-0.5300000000000002
201305,2.8,2.08,2.67,-1.99,-0.93,0.0,-0.0174,0.00147532,-1.5,-2.49,-3.88
201306,-1.2,1.56,0.05,-0.39,0.01,0.0,0.0058,-0.01551438,2.09,0.85,0.14999999999999997
201307,5.65,1.81,0.57,-1.35,0.53,0.0,0.0178,0.00576896,1.8,7.220000000000001,-2.55
201308,-2.71,-0.07,-2.68,0.67,-2.16,0.0,0.0002,0.01235653,-0.38,-0.79,-4.409999999999999
201309,3.77,2.65,-1.23,-0.56,-1.4,0.0,0.0296,-0.01703094,0.76,4.17,-6.77
201310,4.18,-1.5,1.26,2.76,0.92,0.0,0.0017,-0.01670258,2.88,-3.1100000000000003,5.3500000000000005
201311,3.13,1.4,0.28,0.16,0.04,0.0,0.0044,-0.02429037,1.94,-3.88,0.2799999999999998
201312,2.81,-0.44,-0.01,-0.46,0.08,0.0,0.0007,-0.00454938,0.27,4.0200000000000005,-1.44
201401,-3.32,0.59,-2.02,-3.88,-1.43,0.0,0.0174,0.02980479,2.05,4.49,-7.43
201402,4.65,0.16,-0.31,-0.23,-0.48,0.0,0.0205,-0.00853254,-0.18,1.9200000000000004,-5.67
201403,0.43,-1.13,4.92,2.11,1.98,0.0,-0.0338,0.02379689,1.58,-7.06,9.25
201404,-0.19,-4.13,1.14,3.45,1.03,0.0,-0.0377,-0.04826221,0.21,-2.2,8.43
201405,2.06,-1.89,-0.13,0.05,-1.01,0.0,0.0121,0.00109076,1.07,0.19999999999999973,0.33999999999999997
201406,2.61,3.1,-0.69,-1.88,-1.99,0.0,0.0074,0.01138341,-0.38,4.09,-8.860000000000001
201407,-2.04,-4.28,0.02,0.89,0.49,0.0,-0.0024,-0.00551436,1.01,-5.970000000000001,3.4299999999999997
201408,4.24,0.3,-0.44,-0.62,-0.68,0.0,0.0079,0.00313499,1.73,-1.0300000000000002,-2.93
201409,-1.97,-3.73,-1.35,1.31,-0.5,0.0,0.0044,0.01642465,2.47,-3.6900000000000004,3.0200000000000005
201410,2.52,3.75,-1.83,-0.48,-0.13,0.0,-0.0004,0.03965665,2.09,0.48999999999999977,-0.1200000000000001
201411,2.55,-2.26,-3.09,1.54,0.25,0.0,0.0106,-0.01754034,2.36,-2.9699999999999998,2.42
201412,-0.06,2.87,2.27,-1.22,0.96,0.0,0.0109,0.02349823,0.28,1.18,-0.68
201501,-3.11,-0.9,-3.61,1.64,-1.68,0.0,0.0381,-0.0178624,2.63,2.71,-1.3199999999999998
201502,6.14,0.31,-1.87,-1.12,-1.77,0.0,-0.0283,-0.01565885,-2.07,5.300000000000001,-1.8599999999999994
201503,-1.12,3.1,-0.41,0.15,-0.54,0.0,0.03,0.00279148,1.41,2.38,-2.02
201504,0.59,-3.07,1.83,0.01,-0.64,0.0,-0.0732,0.00373068,-2.16,-2.2800000000000002,0.09999999999999998
201505,1.36,0.82,-1.13,-1.77,-0.71,0.0,0.0603,0.03365793,2.67,2.89,-0.34999999999999987
201506,-1.53,2.89,-0.78,0.43,-1.56,0.0,0.0307,0.01544575,1.97,2.7800000000000002,1.36
201507,1.54,-4.58,-4.07,0.34,-2.47,0.0,0.1029,0.00957328,5.5,5.79,4.52
201508,-6.04,0.27,2.8,0.64,1.26,0.0,-0.0209,0.00146809,-1.54,-0.9299999999999997,1.3200000000000003
201509,-3.07,-2.78,0.58,1.83,-0.56,0.0,0.0535,0.00564307,5.64,-2.97,12.29
201510,7.75,-2.06,-0.45,0.86,0.53,0.0,-0.0403,-0.06160902,-1.03,0.4599999999999991,-1.42
201511,0.56,3.31,-0.39,-2.72,-1.02,0.0,0.0221,0.03703496,1.34,3.38,-0.73
201512,-2.17,-2.97,-2.59,0.47,0.02,0.01,0.0341,-0.0040045,2.57,1.7800000000000002,0.47
201601,-5.77,-3.42,2.07,2.81,3.09,0.01,0.0134,-0.04157984,0.72,-1.4700000000000006,14.09
201602,-0.08,0.94,-0.58,3.32,1.96,0.02,-0.0406,-0.02347005,-0.61,-5.84,-0.6100000000000001
201603,6.96,1.01,1.1,0.73,-0.02,0.02,-0.0513,-0.01762153,-2.43,-2.5500000000000007,-9.759999999999998
201604,0.92,1.16,3.19,-2.92,1.88,0.01,-0.0626,0.01952463,-2.61,-4.42,-15.100000000000001
201605,1.78,-0.64,-1.65,-1.09,-2.49,0.01,0.0214,-0.00610485,2.23,2.32,1.79
201606,-0.05,0.43,-1.45,1.46,1.94,0.02,0.0411,0.0202397,2.89,-4.6899999999999995,5.28
201607,3.95,2.49,-1.29,1.24,-1.18,0.02,-0.0308,-0.01309293,2.33,1.2699999999999998,-5.59
201608,0.5,1.69,3.11,-1.89,-0.34,0.02,-0.0317,0.0074257,-1.84,-3.25,0.51
201609,0.25,1.87,-1.21,-2.23,0.02,0.02,-0.0053,0.02387024,-0.17,0.73,-6.17
201610,-2.02,-4.05,4.12,0.97,0.23,0.02,0.0069,-0.01023646,1.1,-3.9000000000000004,9.09
201611,4.86,7.04,8.21,-0.17,3.7,0.01,-0.0407,0.02186405,-1.62,2.64,-8.280000000000001
201612,1.82,0.4,3.6,1.24,-0.23,0.03,-0.0038,-0.02705536,3.76,-0.44999999999999973,2.3
201701,1.94,-1.42,-2.74,-0.5,-0.98,0.04,-0.0098,0.00668837,0.07,1.7499999999999998,-2.63
201702,3.57,-2.23,-1.67,0.42,-1.84,0.04,-0.0163,-0.04730541,1.87,-3.79,2.2
201703,0.17,0.73,-3.33,0.63,-0.94,0.03,-0.0092,-0.03587703,1.33,1.2,1.54
201704,1.09,0.47,-2.13,1.92,-1.62,0.05,0.0044,-0.01797413,2.05,-0.6499999999999999,2.5
201705,1.06,-3.03,-3.75,0.95,-1.8,0.06,0.0146,-0.02519983,2.29,-3.17,2.25
201706,0.78,2.57,1.49,-2.26,0.0,0.06,-0.0032,0.00620394,-0.03,0.68,-4.96
201707,1.87,-1.62,-0.22,-0.59,-0.15,0.07,0.0166,0.01260992,0.19,-1.6099999999999999,3.1
201708,0.16,-1.82,-2.07,0.12,-2.35,0.09,0.0355,-0.02407088,-0.08,-1.8499999999999999,0.47
201709,2.51,4.74,3.09,-1.5,1.63,0.09,-0.0118,-0.00289446,-0.19,-1.3399999999999999,-5.130000000000001
201710,2.25,-1.95,0.22,0.85,-3.23,0.09,0.043,-0.03795454,0.26,-4.07,5.85
201711,3.12,-0.35,-0.05,3.17,-0.1,0.08,-0.0071,0.00666178,2.0,-2.96,-2.6100000000000003
201712,1.06,-1.07,0.03,0.75,1.66,0.09,-0.0163,0.0402975,0.48,0.7799999999999998,-2.14
201801,5.58,-3.25,-1.36,-0.72,-1.01,0.11,0.0394,-0.00800416,-0.04,0.5,0.1800000000000006
201802,-3.65,0.32,-1.03,0.56,-2.32,0.11,0.0397,0.02982587,-1.95,-1.0999999999999996,-1.5100000000000002
201803,-2.35,3.59,-0.23,-0.48,0.0,0.12,-0.0128,0.00271736,2.46,-2.55,-1.73
201804,0.29,0.91,0.48,-2.41,1.26,0.14,0.0027,0.03451908,0.09,1.28,0.0
201805,2.65,4.79,-3.13,-2.05,-1.48,0.14,0.038,0.03991154,0.62,0.5500000000000003,-6.44
201806,0.48,0.81,-2.33,0.82,0.21,0.14,-0.0238,0.00301034,2.42,4.72,-0.4
201807,3.19,-1.95,0.45,1.53,0.36,0.16,-0.0167,-0.00367158,-0.37,-2.91,6.78
201808,3.44,0.63,-3.98,-0.29,-2.64,0.16,0.0522,-0.01353859,-1.23,1.34,-0.16000000000000014
201809,0.06,-2.5,-1.7,0.67,1.28,0.15,-0.0006,0.01017966,-0.62,-4.23,2.4
201810,-7.68,-4.5,3.43,1.0,3.54,0.19,-0.0184,-0.01513475,2.12,-8.559999999999999,8.73
201811,1.69,-0.76,0.26,-0.62,0.4,0.18,-0.0133,0.03768103,-0.1,-2.19,1.7200000000000002
201812,-9.55,-2.91,-1.9,-0.03,0.2,0.19,0.0185,0.00496719,-0.04,-2.3499999999999996,4.119999999999999
201901,8.41,3.01,-0.44,-0.78,-1.53,0.21,-0.0865,0.03887832,-0.64,5.289999999999999,-4.6
201902,3.4,1.73,-2.68,0.21,-1.61,0.18,0.0086,-0.00364204,0.01,2.18,-2.8500000000000005
201903,1.1,-3.46,-4.05,0.78,-0.99,0.19,0.0214,-0.00402195,0.28,-1.06,1.16
201904,3.96,-1.17,2.17,1.66,-2.24,0.21,-0.0255,-0.02596204,-0.14,0.69,3.7800000000000002
201905,-6.94,-1.59,-2.37,-0.5,1.74,0.21,0.076,-0.01266036,4.24,-2.41,4.539999999999999
201906,6.93,0.32,-0.71,0.88,-0.48,0.18,-0.0214,-0.02405515,-0.05,-1.87,-0.6299999999999999
201907,1.19,-1.78,0.42,-0.08,0.37,0.19,0.0272,-0.01033034,2.12,-6.95,3.11
201908,-2.58,-3.22,-4.95,0.51,-0.69,0.16,0.0764,-0.01494302,2.38,0.020000000000000018,5.82
201909,1.43,0.27,6.83,1.83,3.36,0.18,-0.0685,-0.04111937,-1.16,-1.21,4.07
201910,2.06,0.27,-1.93,0.45,-0.96,0.15,0.0029,-0.00162685,-0.42,-0.2599999999999998,4.3100000000000005
201911,3.87,0.45,-2.02,-1.58,-1.25,0.12,-0.026,0.01097595,-2.83,1.6400000000000001,-4.67
201912,2.77,0.97,1.79,0.01,1.22,0.14,-0.0227,0.0020769,-0.3,0.8999999999999999,-4.17
202001,-0.11,-4.38,-6.24,-1.18,-2.32,0.13,0.0543,,4.17,-5.91,4.63
202002,-8.13,0.02,-3.79,-1.48,-2.51,0.12,-0.0023,,-3.6,-0.20999999999999996,-3.99
202003,-13.38,-8.32,-14.02,-1.53,1.26,0.12,0.0854,,-9.64,-3.0699999999999985,9.310000000000002
202004,13.65,2.58,-1.18,2.69,-1.01,0.0,-0.0549,,-1.79,0.8099999999999987,-25.18
202005,5.58,1.97,-4.8,0.94,-3.25,0.01,0.0067,,4.45,1.5099999999999998,-8.780000000000001
202006,2.46,1.97,-2.04,0.09,0.53,0.01,-0.0075,,5.08,1.5099999999999998,-8.23
202007,5.77,-3.17,-1.53,0.37,0.9,0.01,0.0761,,6.49,1.8999999999999995,-3.660000000000001
202008,7.63,-0.92,-2.92,4.33,-1.32,0.01,0.0051,,-3.98,2.4699999999999998,5.25
202009,-3.63,-0.01,-2.62,-1.39,-1.82,0.01,0.0305,,1.29,1.6500000000000001,-6.04
202010,-2.1,4.67,4.16,-0.93,-0.75,0.01,-0.0303,,-1.99,-0.96,3.36
202011,12.47,7.0,2.13,-2.14,1.38,0.01,-0.1225,,-5.08,6.619999999999999,-19.61
202012,4.63,4.72,-1.43,-1.97,-0.08,0.01,-0.0242,,5.37,3.38,-9.34
